Eco_Reserve,Location,Transect,Plot,Latitude,Longitude,Elevation,Slope,Aspect,Forest_Type,Harvest_History,Age_DBH,Live_Basal_Area,Live_TPH,Large_Live_TPH,Very_Large_Live_TPH,Standing_Dead_TPH,Large_Standing_Dead_TPH,Very_Large_Standing_Dead_TPH,DCWD_Volume,Large_DCWD_Volume
Deboullie,NA,5,4,46.94303615,-68.87952383,394,8,180,800,1,92,38.04276151,485.7455134,29.62858201,29.62858201,118.9673298,59.48366492,0,28.11050279,0
Deboullie,NA,5,5,46.94124397,-68.87818766,411,18,5,800,1,75,26.71355892,485.7455134,19.75238801,19.75238801,69.35985893,9.876194003,9.876194003,73.91893825,0
Deboullie,NA,2,1,46.98561061,-68.8367698,381,13,348,800,1,NA,52.72115669,247.8108537,19.75238801,19.75238801,0,0,0,96.46232435,0
Deboullie,NA,2,2,46.98714613,-68.83449012,353,16,335,800,1,NA,14.84242335,594.8366492,0,0,0,0,0,63.23144881,0
Deboullie,NA,2,3,46.98869053,-68.83215768,324,25,358,120,1,NA,36.2954948,832.7713089,59.48366492,0,59.48366492,0,0,0,0
Deboullie,NA,2,4,46.99006376,-68.82973359,303,2,64,120,0,NA,45.61435959,1130.189634,69.35985893,9.876194003,356.9019895,0,0,225.021482,54.98386853
Deboullie,NA,2,5,46.99173432,-68.8275846,302,1,240,120,1,NA,109.6152908,1378.000487,247.8108537,9.876194003,59.48366492,0,0,280.1084452,191.9280661
Rocky Lake,NA,1,1,44.85802931,-67.51019649,19,0,1,120,0,40,8.018038738,297.4183246,0,0,59.48366492,0,0,36.08316372,0
Rocky Lake,NA,1,2,44.85665556,-67.50771331,21,13,290,120,0,125,42.28478871,832.7713089,0,0,237.9346597,59.48366492,0,73.50655924,0
Gero Island,NA,4,1,46.08899694,-69.37200522,293,15,12,120,1,130,19.38980175,356.9019895,59.48366492,0,237.9346597,0,0,181.8591452,0
Gero Island,NA,4,2,46.08680211,-69.37162829,304,6,67,120,1,100,39.30415726,713.8039791,59.48366492,0,307.2945186,9.876194003,9.876194003,35.01785127,0
Gero Island,NA,4,3,46.0847237,-69.37143325,313,12,22,120,0,120,48.13318003,426.2618485,138.7197179,19.75238801,118.9673298,0,0,83.47238541,0
Gero Island,NA,4,4,46.08255608,-69.37099189,320,8,2,120,0,85,30.33890375,188.3271888,89.11224693,29.62858201,118.9673298,59.48366492,0,210.1414725,60.61971505
Gero Island,NA,4,5,46.08047846,-69.37055117,323,0,0,120,5,115,45.89093229,1070.705969,0,0,237.9346597,59.48366492,0,81.10120608,0
Gero Island,NA,2,1,46.08126409,-69.39659149,305,6,242,120,0,178,37.45411016,416.3856545,59.48366492,0,69.35985893,9.876194003,9.876194003,74.22822252,0
Gero Island,NA,2,2,46.08030081,-69.39406261,314,5,312,120,1,NA,32.59054189,247.8108537,138.7197179,19.75238801,237.9346597,118.9673298,0,73.47219432,0
Gero Island,NA,2,3,46.07966361,-69.39091533,321,2,322,120,1,120,45.33063898,1130.189634,0,0,118.9673298,0,0,106.7717997,0
Gero Island,NA,2,4,46.07871873,-69.38823155,322,1,242,120,5,73,2.261168681,59.48366492,0,0,59.48366492,0,0,94.68393985,0
Gero Island,NA,2,5,46.0778914,-69.38536763,325,1,232,120,0,105,2.368620912,178.4509948,0,0,178.4509948,0,0,143.885911,0
Gero Island,NA,1,1,46.06207193,-69.38715811,296,1,167,100,0,65,47.21357581,594.8366492,118.9673298,0,178.4509948,0,0,1.933026628,0
Gero Island,NA,1,2,46.06416946,-69.38701762,299,6,213,100,0,30,18.17811434,297.4183246,69.35985893,9.876194003,0,0,0,0,0
Gero Island,NA,1,3,46.06629434,-69.38677387,305,20,290,120,0,95,17.82305479,297.4183246,0,0,178.4509948,59.48366492,0,210.3132971,0
Gero Island,NA,1,4,46.06845505,-69.38658207,307,6,128,120,0,90,31.98339007,475.8693194,138.7197179,19.75238801,59.48366492,0,0,38.90108698,0
Gero Island,NA,1,5,46.07065307,-69.38600259,311,0,0,120,0,69,1.350160638,59.48366492,0,0,237.9346597,0,0,131.8238248,0
Gero Island,NA,3,1,46.0806938,-69.38437834,333,1,212,120,0,101,47.75966674,1011.222304,0,0,0,0,0,149.0062837,0
Gero Island,NA,3,2,46.08290876,-69.38410918,336,1,202,120,5,68,25.54602036,713.8039791,0,0,0,0,0,53.12816297,0
Gero Island,NA,3,3,46.08510607,-69.3837364,333,1,4,120,5,162,35.5059545,773.287644,69.35985893,9.876194003,297.4183246,0,0,71.75394843,0
Gero Island,NA,5,1,46.06144462,-69.37003595,313,0,0,120,0,135,24.4337029,773.287644,0,0,118.9673298,0,0,28.62597655,0
Gero Island,NA,5,2,46.06343656,-69.36914421,314,8,197,120,0,85,16.0524289,356.9019895,29.62858201,29.62858201,237.9346597,0,0,98.00874565,0
Gero Island,NA,5,3,46.0655007,-69.36818823,317,0,0,900,0,80,25.19493188,475.8693194,69.35985893,9.876194003,0,0,0,82.33834312,0
Gero Island,NA,5,4,46.06749204,-69.36747738,319,0,0,120,0,18,0.789540304,59.48366492,0,0,0,0,0,138.2844294,0
Gero Island,NA,5,5,46.06958238,-69.36676713,321,0,0,120,0,110,26.27608819,654.3203142,0,0,59.48366492,0,0,312.0678188,236.7399189
Mt. Abraham,NA,7,1,44.93799076,-70.28410179,843,26,140,120,5,45,22.51825009,1130.189634,0,0,59.48366492,0,0,8.797418965,0
Mt. Abraham,NA,7,2,44.93593192,-70.28306734,748,62,165,120,0,80,38.06144886,951.7386388,0,0,297.4183246,0,0,25.73932346,0
Mt. Abraham,NA,7,3,44.93394337,-70.28218661,632,57,124,120,0,95,37.31334774,594.8366492,0,0,0,0,0,55.91172131,0
Mt. Abraham,NA,7,4,44.93170451,-70.28114831,534,42,132,800,1,60,28.34818766,664.1965082,0,0,178.4509948,0,0,12.23391075,0
Mt. Abraham,NA,7,5,44.9298328,-70.28028298,474,26,152,800,1,65,17.95853804,297.4183246,59.48366492,0,0,0,0,7.594646841,0
Mt. Abraham,NA,5,1,44.9615071,-70.29260167,777,26,70,120,1,76,19.89267819,535.3529843,79.23605293,19.75238801,59.48366492,0,0,29.8631136,0
Mt. Abraham,NA,5,2,44.96249318,-70.28978358,711,20,80,120,1,68,37.44649507,951.7386388,9.876194003,9.876194003,237.9346597,0,0,84.64079262,0
Mt. Abraham,NA,5,3,44.96356718,-70.28714488,659,45,80,120,1,140,46.86416919,1189.673298,59.48366492,0,178.4509948,59.48366492,0,61.1008239,0
Mt. Abraham,NA,5,4,44.96474041,-70.28448294,626,16,94,120,0,70,31.80586029,594.8366492,9.876194003,9.876194003,59.48366492,0,0,40.06949419,0
Mt. Abraham,NA,5,5,44.96588572,-70.28189635,599,12,70,800,1,72,32.52532306,366.7781835,9.876194003,9.876194003,118.9673298,0,0,60.61971505,60.61971505
Mt. Abraham,NA,6,1,44.91905123,-70.30231744,461,24,136,120,1,65,7.783278973,237.9346597,0,0,0,0,0,5.807671113,0
Mt. Abraham,NA,6,2,44.92124134,-70.30208818,501,1,165,120,1,90,21.70371546,535.3529843,0,0,118.9673298,0,0,24.26163199,0
Mt. Abraham,NA,6,3,44.92342476,-70.30165601,536,16,179,800,1,NA,6.194854693,178.4509948,0,0,0,0,0,23.23068445,0
Mt. Abraham,NA,6,4,44.92559586,-70.30151497,586,22,189,800,1,46,16.69247045,475.8693194,0,0,0,0,0,13.33358812,0
Mt. Abraham,NA,6,5,44.92770295,-70.30146118,660,30,130,800,1,NA,4.48963451,59.48366492,0,0,0,0,0,82.61326247,79.17677068
Mt. Abraham,NA,2,1,44.96590512,-70.32901702,946,35,220,120,0,120,22.16319055,475.8693194,0,0,237.9346597,0,0,103.2665781,0
Mt. Abraham,NA,2,2,44.96804171,-70.32874934,1012,28,202,120,0,94,26.27748974,713.8039791,0,0,475.8693194,0,0,65.3277088,0
Mt. Abraham,NA,2,3,44.97026607,-70.3286739,1095,60,214,120,0,NA,1.579080608,118.9673298,0,0,0,0,0,13.74596713,0
Mt. Abraham,NA,2,4,44.97602002,-70.32775413,1071,48,360,120,1,19,21.16869679,654.3203142,0,0,654.3203142,0,0,41.65028041,0
Mt. Abraham,NA,2,5,44.9781324,-70.32724484,975,33,354,120,5,98,44.65808146,773.287644,59.48366492,0,237.9346597,59.48366492,0,72.02886777,0
Mt. Abraham,NA,1,1,44.96409594,-70.32357357,998,42,204,120,1,76,23.18281878,713.8039791,0,0,237.9346597,0,0,18.59142055,0
Mt. Abraham,NA,4,1,44.95198605,-70.29392185,984,25,24,120,0,70,34.84255377,1308.640628,0,0,297.4183246,59.48366492,0,34.15872832,0
Mt. Abraham,NA,4,2,44.95400963,-70.29249672,915,27,347,120,0,79,33.11047053,892.2549739,0,0,118.9673298,0,0,144.2639251,0
Mt. Abraham,NA,4,3,44.95563621,-70.29115132,822,65,2,120,0,NA,15.33296614,297.4183246,0,0,237.9346597,0,0,35.56768996,0
Mt. Abraham,NA,4,4,44.95770304,-70.28987911,730,22,345,120,0,NA,36.44499356,1011.222304,0,0,118.9673298,0,0,48.66931488,0
Mt. Abraham,NA,4,5,44.95968186,-70.28842733,671,10,50,120,0,NA,48.324445,951.7386388,59.48366492,0,59.48366492,0,0,22.33719659,0
Mt. Abraham,NA,3,1,44.95591785,-70.27892321,740,35,226,120,0,NA,23.47205215,594.8366492,59.48366492,0,0,0,0,26.19465862,0
Mt. Abraham,NA,3,2,44.95389044,-70.278295,822,22,352,120,0,65,24.50649011,892.2549739,0,0,297.4183246,0,0,49.62294135,0
Mt. Abraham,NA,1,2,44.96877205,-70.31777178,1093,30,74,120,1,50,18.10803679,713.8039791,0,0,118.9673298,0,0,42.64686303,0
Mt. Abraham,NA,1,3,44.96984699,-70.31510798,1005,22,72,120,1,76,41.71804827,951.7386388,0,0,118.9673298,0,0,70.41371664,0
Mt. Abraham,NA,1,4,44.97141929,-70.31302609,932,28,77,120,0,64,38.5192888,773.287644,0,0,237.9346597,0,0,102.2699955,0
Mt. Abraham,NA,1,5,44.97300011,-70.31098234,892,16,72,120,5,55,34.36256933,1308.640628,0,0,297.4183246,0,0,95.25955223,0
Cutler,NA,1,1,44.69117212,-67.15676131,40,4,283,120,0,77,45.83206715,1130.189634,59.48366492,0,237.9346597,0,0,32.88722636,0
Cutler,NA,1,2,44.690495,-67.15385495,55,32,220,120,0,36,20.55607892,892.2549739,0,0,0,0,0,14.12398123,0
Cutler,NA,1,3,44.68989551,-67.15074425,53,3,50,120,0,33,25.14382199,832.7713089,0,0,0,0,0,37.42339552,0
Cutler,NA,1,4,44.68924604,-67.14788762,54,15,192,120,0,67,32.29967337,892.2549739,0,0,237.9346597,0,0,32.81849653,0
Cutler,NA,1,5,44.68864252,-67.14509267,58,20,334,120,0,44,15.75810323,594.8366492,0,0,0,0,0,0,0
Appleton Bog,NA,1,1,44.34442106,-69.27554023,85,5,205,700,1,57,9.177879051,416.3856545,0,0,237.9346597,0,0,32.31404359,0
Appleton Bog,NA,1,2,44.34242472,-69.27457744,89,8,268,120,1,115,42.40930326,723.6801731,9.876194003,9.876194003,178.4509948,0,0,30.81750984,0
Appleton Bog,NA,1,3,44.34036496,-69.27377751,91,6,180,100,5,127,40.85587867,1070.705969,59.48366492,0,59.48366492,0,0,0,0
Appleton Bog,NA,1,4,44.33829625,-69.2729525,90,3,169,120,5,87,11.48365162,356.9019895,0,0,237.9346597,0,0,11.69513413,0
Appleton Bog,NA,2,1,44.32752236,-69.27558653,90,0,1,120,0,93,79.92145174,1546.575288,0,0,0,0,0,0,0
Appleton Bog,NA,2,2,44.32858741,-69.27818777,90,0,0,120,0,85,38.35419078,892.2549739,0,0,0,0,0,0,0
Appleton Bog,NA,2,3,44.32965231,-69.28082673,90,14,0,120,1,70,20.66153067,475.8693194,59.48366492,0,59.48366492,0,0,9.090056859,0
Appleton Bog,NA,2,4,44.33074449,-69.28332795,89,10,232,120,5,88,4.905418113,297.4183246,0,0,178.4509948,0,0,0,0
Appleton Bog,NA,3,1,44.32854856,-69.2642155,111,0,0,700,0,NA,27.97067901,654.3203142,0,0,59.48366492,0,0,46.61425499,0
Appleton Bog,NA,3,2,44.32781247,-69.26715959,121,7,150,800,5,87,24.74690279,713.8039791,0,0,535.3529843,0,0,10.03231885,0
Appleton Bog,NA,3,3,44.32713014,-69.27017911,101,0,0,120,0,66,14.55077918,594.8366492,0,0,59.48366492,0,0,10.69744496,0
Appleton Bog,NA,3,4,44.32641253,-69.27285976,90,2,294,120,0,83,14.63336709,654.3203142,0,0,0,0,0,8.036940516,0
Appleton Bog,NA,4,1,44.32469137,-69.2697415,104,12,120,120,1,110,25.43659379,951.7386388,9.876194003,9.876194003,0,0,0,9.921464499,0
Appleton Bog,NA,4,2,44.32425256,-69.27254876,91,5,285,100,1,47,31.20162557,832.7713089,0,0,59.48366492,0,0,26.66047164,0
Appleton Bog,NA,4,3,44.32470946,-69.26970396,105,0,0,120,0,99,39.24107634,1130.189634,59.48366492,0,59.48366492,0,0,13.52423094,0
Appleton Bog,NA,4,4,44.32316752,-69.27822486,89,0,0,120,5,80,59.33220004,1189.673298,59.48366492,0,59.48366492,0,0,5.542717597,0
Debsconeags,NA,14,1,45.86320787,-69.10007355,256,30,26,120,0,115,36.254342,654.3203142,0,0,297.4183246,0,0,11.80598848,0
Debsconeags,NA,14,2,45.86127332,-69.09942597,343,20,220,120,0,144,16.26097126,178.4509948,59.48366492,0,0,0,0,51.4364193,0
Debsconeags,NA,14,3,45.85930307,-69.09841767,412,28.5,358,120,5,130,42.813563,892.2549739,0,0,0,0,0,32.81288817,0
Debsconeags,NA,14,4,45.85731461,-69.09764127,464,36,0,120,0,103,18.85368987,356.9019895,0,0,59.48366492,0,0,54.59576833,0
Debsconeags,NA,14,5,45.85522714,-69.09685188,496,60,180,120,0,151,35.05058643,654.3203142,9.876194003,9.876194003,237.9346597,0,0,32.14776206,0
Debsconeags,NA,44,1,45.80355425,-69.07314762,343,12.5,251,120,1,139,24.0825135,247.8108537,19.75238801,19.75238801,247.8108537,9.876194003,9.876194003,79.59342469,0
Debsconeags,NA,44,2,45.80195083,-69.07515303,369,10,250,120,1,126,1.273449556,59.48366492,0,0,0,0,0,118.6141566,0
Debsconeags,NA,44,3,45.80075235,-69.0772361,338,23.5,280,120,0,120,40.73531539,1130.189634,9.876194003,9.876194003,59.48366492,0,0,86.9984954,0
Debsconeags,NA,44,4,45.7975447,-69.08213424,311,15,0,800,0,103,33.39602623,594.8366492,9.876194003,9.876194003,0,0,0,19.56579312,0
Debsconeags,NA,44,5,45.79579706,-69.08421617,325,24.5,236,120,5,123,39.43172502,713.8039791,118.9673298,0,0,0,0,115.1222445,97.77353841
Debsconeags,NA,34,1,45.82963643,-69.04018302,323,35,118,120,0,117,35.20447531,535.3529843,59.48366492,0,59.48366492,0,0,46.61425499,0
Debsconeags,NA,34,2,45.82956329,-69.0433116,363,24,46,120,0,92,34.21736352,594.8366492,59.48366492,0,356.9019895,0,0,36.08309156,0
Debsconeags,NA,34,3,45.82926509,-69.04629836,396,5,218,900,1,131,0,0,0,0,0,0,0,58.75280653,0
Debsconeags,NA,34,4,45.82927287,-69.04923386,402,7.5,310,120,1,143,34.07419464,247.8108537,79.23605293,19.75238801,59.48366492,0,0,76.87749307,0
Debsconeags,NA,34,5,45.82923547,-69.05236244,397,16.5,235,120,1,127,7.286542728,356.9019895,0,0,118.9673298,0,0,65.07150459,0
Debsconeags,NA,9,1,45.87093625,-69.12997965,272,32,30,120,0,125,13.54876203,297.4183246,0,0,59.48366492,0,0,24.0898074,0
Debsconeags,NA,9,2,45.8689995,-69.13140528,321,18.5,210,120,0,95,34.34548536,297.4183246,118.9673298,0,237.9346597,0,0,111.2480949,0
Debsconeags,NA,9,3,45.86722446,-69.13307598,351,27.5,0,120,5,136,31.76842207,594.8366492,0,0,59.48366492,0,0,86.9652391,0
Debsconeags,NA,9,4,45.86522453,-69.1346172,384,12.5,12,120,1,146,31.62502753,773.287644,0,0,188.3271888,9.876194003,9.876194003,79.09458011,0
Debsconeags,NA,9,5,45.86349472,-69.1360559,399,10.5,172,800,1,70,27.49119913,654.3203142,59.48366492,0,59.48366492,0,0,84.69272488,0
Debsconeags,NA,48,1,45.79050837,-69.06471616,350,12.5,0,390,1,NA,0,0,0,0,0,0,0,39.46414929,0
Debsconeags,NA,48,2,45.78843786,-69.06534418,333,11.5,89,120,1,76,0,0,0,0,59.48366492,0,0,59.19622394,0
Debsconeags,NA,48,3,45.78635829,-69.06606219,288,45,215,120,0,119,31.73074605,654.3203142,59.48366492,0,59.48366492,0,0,0,0
Debsconeags,NA,48,4,45.78440465,-69.06689609,221,6,0,120,0,127,41.96355372,832.7713089,59.48366492,0,297.4183246,0,0,95.33474267,0
Debsconeags,NA,48,5,45.7823882,-69.06740824,235,15,210,120,0,74,25.15251254,594.8366492,0,0,59.48366492,0,0,156.9697623,0
Debsconeags,NA,40,1,45.81282091,-69.00970486,202,18.5,183,100,1,184,25.87589217,654.3203142,0,0,0,0,0,24.38795743,0
Debsconeags,NA,40,2,45.81439604,-69.00951206,208,0,0,120,1,60,24.82096354,416.3856545,59.48366492,0,59.48366492,0,0,70.05995043,0
Debsconeags,NA,40,3,45.8175192,-69.0102077,226,15,200,120,5,106,36.22926312,892.2549739,0,0,178.4509948,0,0,42.0302052,0
Debsconeags,NA,40,4,45.81958929,-69.01089033,251,14,240,120,5,120,44.51045284,832.7713089,118.9673298,0,0,0,0,11.61534223,0
Debsconeags,NA,40,5,45.82165933,-69.01193346,254,1.5,36,120,5,149,58.84994695,832.7713089,59.48366492,0,59.48366492,0,0,27.38883951,0
Debsconeags,NA,69,1,45.82942743,-68.996498,260,16.5,57,100,1,181,21.53561439,297.4183246,79.23605293,19.75238801,59.48366492,0,0,90.01373377,56.75742819
Debsconeags,NA,69,2,45.82876144,-68.99931763,306,20.5,85,120,0,112,43.35003135,485.7455134,9.876194003,9.876194003,297.4183246,0,0,32.14776206,0
Debsconeags,NA,69,3,45.82825739,-69.00205996,324,8.5,51,100,1,90,18.92843364,69.35985893,9.876194003,9.876194003,0,0,0,176.4801283,0
Debsconeags,NA,69,5,45.82696104,-69.00794352,334,19,184,120,1,100,15.95956308,128.8435239,29.62858201,29.62858201,0,0,0,112.8497303,71.83362006
Debsconeags,NA,69,4,45.82774425,-69.00516272,323,6,250,120,1,195,5.116403839,237.9346597,9.876194003,9.876194003,59.48366492,0,0,31.48263595,0
Debsconeags,NA,50,1,45.78439837,-69.04238896,221,13.5,230,100,1,205,19.16202498,594.8366492,19.75238801,19.75238801,188.3271888,9.876194003,9.876194003,35.69510132,0
Debsconeags,NA,50,2,45.78606421,-69.04040901,265,19,204,120,1,140,3.353165992,118.9673298,0,0,59.48366492,0,0,36.58193614,0
Debsconeags,NA,50,3,45.78813471,-69.03943273,309,28.5,250,120,1,88,23.69068287,416.3856545,0,0,118.9673298,0,0,44.78515818,0
Debsconeags,NA,50,4,45.79018721,-69.03841776,339,8,259,120,1,NA,34.62426456,1189.673298,0,0,59.48366492,0,0,10.03231885,0
Debsconeags,NA,50,5,45.79225765,-69.03758287,354,15,228,120,1,95,0,0,0,0,0,0,0,39.9075667,0
Debsconeags,NA,65,1,45.80281502,-69.05967294,313,20,270,120,1,37,0,0,0,0,0,0,0,71.6852186,0
Debsconeags,NA,65,2,45.80456968,-69.0605628,348,25,290,120,1,151,0,0,0,0,0,0,0,33.43706505,0
Debsconeags,NA,65,3,45.80690034,-69.06151769,375,4,240,900,1,63,14.40731096,713.8039791,0,0,178.4509948,0,0,11.54661239,0
Debsconeags,NA,65,4,45.80892498,-69.06245945,378,20,322,120,0,83,51.61615066,961.6148328,69.35985893,9.876194003,0,0,0,46.35827415,0
Debsconeags,NA,65,5,45.81104853,-69.06355583,388,6.5,268,900,0,100,16.03491512,297.4183246,59.48366492,0,178.4509948,0,0,29.04384021,0
Debsconeags,NA,67,1,45.78962411,-69.02400764,328,9,160,120,0,81,30.71349344,356.9019895,118.9673298,0,178.4509948,0,0,68.7296982,0
Debsconeags,NA,67,2,45.79132474,-69.02623423,347,47.5,240,120,0,108,38.43707803,594.8366492,118.9673298,0,59.48366492,59.48366492,0,15.07619186,0
Debsconeags,NA,67,3,45.79300747,-69.02790768,355,5,0,900,1,131,0.753520448,59.48366492,0,0,178.4509948,0,0,51.658128,0
Debsconeags,NA,67,4,45.79473514,-69.02972279,345,26,58,120,1,107,18.81540557,594.8366492,0,0,0,0,0,0,0
Debsconeags,NA,67,5,45.79641785,-69.03130637,340,16,80,120,1,91,12.81738281,475.8693194,0,0,59.48366492,0,0,56.9791369,0
Debsconeags,NA,31,1,45.82983657,-69.09673058,371,5,238,120,0,74,25.11965905,654.3203142,0,0,237.9346597,0,0,50.77129319,0
Debsconeags,NA,31,2,45.82979407,-69.09373061,378,0,0,800,0,95,15.44096251,535.3529843,0,0,237.9346597,0,0,13.08081353,0
Debsconeags,NA,31,3,45.82958065,-69.0905115,380,5,290,800,0,71,19.02758338,594.8366492,0,0,178.4509948,0,0,78.48488117,0
Debsconeags,NA,31,4,45.82945699,-69.08749855,391,33.5,185,120,0,61,33.4240572,664.1965082,39.50477601,39.50477601,0,0,0,56.75742819,56.75742819
Debsconeags,NA,31,5,45.82942319,-69.08457587,402,40.5,210,120,0,57,6.217146508,297.4183246,0,0,59.48366492,0,0,0,0
Debsconeags,NA,19,1,45.8492711,-69.10441473,378,12,350,120,0,112,35.95769435,535.3529843,0,0,0,0,0,56.96119091,0
Debsconeags,NA,19,2,45.84896776,-69.101439,376,21,20,120,0,139,32.03528938,535.3529843,9.876194003,9.876194003,0,0,0,52.72454687,0
Debsconeags,NA,19,3,45.84878141,-69.09839911,340,19,4,120,0,89,28.55909302,535.3529843,0,0,0,0,0,22.54999227,0
Debsconeags,NA,19,4,45.84883814,-69.09517934,314,7.5,75,120,0,84,37.25796923,307.2945186,9.876194003,9.876194003,178.4509948,0,0,4.897545269,0
Debsconeags,NA,19,5,45.84886774,-69.09201104,293,6,14,120,0,104,27.57406418,535.3529843,0,0,178.4509948,0,0,51.89313923,0
Debsconeags,NA,20,1,45.84405681,-69.09756656,460,47.5,150,120,0,42,5.498890818,178.4509948,0,0,59.48366492,0,0,0,0
Debsconeags,NA,20,2,45.84394617,-69.10060566,467,27.5,216,120,0,52,12.54515109,594.8366492,0,0,118.9673298,0,0,8.331813092,0
Debsconeags,NA,20,3,45.84395239,-69.10372223,493,23.5,212,120,0,31,6.87528006,118.9673298,0,0,59.48366492,0,0,0,0
Debsconeags,NA,20,4,45.8439582,-69.10717364,497,12.5,30,120,0,75,13.99046345,416.3856545,0,0,0,0,0,2.873344802,0
Debsconeags,NA,20,5,45.8440095,-69.11001986,488,7.5,40,120,0,66,12.07169898,594.8366492,0,0,118.9673298,0,0,29.3364957,0
Debsconeags,NA,21,1,45.84561108,-69.09006098,330,25,10,120,0,254,29.08287519,297.4183246,69.35985893,9.876194003,178.4509948,0,0,30.70665549,0
Debsconeags,NA,21,2,45.84588639,-69.08306824,277,27.5,52,120,0,130,38.21209485,247.8108537,19.75238801,19.75238801,0,0,0,18.4572496,0
Debsconeags,NA,21,3,45.84593806,-69.08622362,304,30,26,120,0,143,45.25369978,594.8366492,59.48366492,0,0,0,0,99.15921781,0
Debsconeags,NA,21,4,45.84617888,-69.0890831,314,25,60,800,0,144,18.7256617,356.9019895,0,0,178.4509948,0,0,103.2874339,0
Debsconeags,NA,21,5,45.84647343,-69.09220027,327,13,48,120,0,94,26.37629547,475.8693194,59.48366492,0,59.48366492,0,0,143.0154165,0
Debsconeags,NA,22,1,45.84370628,-69.07276236,230,18.5,160,120,0,195,10.80759307,178.4509948,108.8646349,49.38097001,128.8435239,9.876194003,9.876194003,138.6433209,97.77353841
Debsconeags,NA,22,2,45.84240273,-69.07030096,260,8.5,174,120,0,90,27.25815008,247.8108537,29.62858201,29.62858201,178.4509948,0,0,25.1617208,0
Debsconeags,NA,22,3,45.84117125,-69.0676466,283,48,23,800,0,88,9.953139012,356.9019895,0,0,59.48366492,0,0,33.83718239,0
Debsconeags,NA,22,4,45.83999348,-69.0654045,319,25,331,120,0,102,19.28258825,297.4183246,79.23605293,9.876194003,118.9673298,0,0,7.094678524,0
Debsconeags,NA,22,5,45.83855488,-69.06273725,396,27,310,120,0,164,61.97020536,436.1380425,148.5959119,29.62858201,0,0,0,36.33362239,0
Debsconeags,NA,26,1,45.84010828,-69.10465514,425,10,224,900,0,55,8.860496238,535.3529843,0,0,118.9673298,0,0,2.130620644,0
Debsconeags,NA,26,2,45.84003346,-69.1076812,410,7.5,6,120,0,68,12.78151524,178.4509948,0,0,59.48366492,0,0,1.995378335,0
Debsconeags,NA,26,3,45.84005741,-69.11087486,403,26,148,120,0,35,10.94624084,654.3203142,0,0,118.9673298,0,0,52.77775696,0
Debsconeags,NA,26,4,45.83980236,-69.11396492,396,14,200,120,0,28,22.76807243,416.3856545,59.48366492,0,247.8108537,9.876194003,9.876194003,28.6181595,0
Debsconeags,NA,26,5,45.83925929,-69.11696422,380,15,108,800,0,57,13.36926119,535.3529843,0,0,118.9673298,0,0,20.2863464,0
Debsconeags,NA,27,1,45.83926758,-69.08759118,390,2,117,120,0,63,25.00056834,832.7713089,0,0,0,0,0,116.3216886,102.4848484
Debsconeags,NA,27,2,45.83867118,-69.09061638,377,1,320,120,0,63,37.26008148,654.3203142,0,0,0,0,0,116.7606718,0
Debsconeags,NA,27,3,45.83797566,-69.09367997,376,12.5,25,120,0,90,32.85575477,604.7128432,9.876194003,9.876194003,188.3271888,9.876194003,9.876194003,51.86875127,0
Debsconeags,NA,27,4,45.83751396,-69.09688553,393,26,182,900,0,113,9.922509536,416.3856545,0,0,118.9673298,0,0,8.358418136,0
Debsconeags,NA,27,5,45.83697192,-69.09921528,388,9,80,900,0,67,15.08665388,416.3856545,0,0,237.9346597,0,0,94.77603673,0
Debsconeags,NA,28,1,45.8398716,-69.08630439,396,17.5,33,120,0,95,33.65207832,773.287644,59.48366492,0,237.9346597,0,0,46.23956728,0
Debsconeags,NA,28,2,45.83849635,-69.08382986,405,17.5,308,120,0,117,14.6595896,535.3529843,9.876194003,9.876194003,59.48366492,0,0,45.50571147,0
Debsconeags,NA,28,3,45.8370398,-69.08169014,429,29,108,120,0,147,38.8376495,654.3203142,59.48366492,0,59.48366492,0,0,185.7142958,0
Debsconeags,NA,28,4,45.83550225,-69.07948602,449,11,326,120,0,87,20.68353347,356.9019895,0,0,237.9346597,59.48366492,0,123.1303629,0
Debsconeags,NA,28,5,45.83418087,-69.07699905,459,25,210,120,0,131,33.12071641,535.3529843,0,0,0,0,0,54.48934815,0
Debsconeags,NA,39,1,45.81273757,-69.02508588,267,25,120,120,0,60,10.92966339,297.4183246,9.876194003,9.876194003,69.35985893,9.876194003,9.876194003,78.81744423,0
Debsconeags,NA,39,2,45.81205412,-69.02216386,222,35,50,120,0,177,24.2458423,416.3856545,69.35985893,9.876194003,59.48366492,0,0,16.46187126,0
Debsconeags,NA,39,3,45.81166762,-69.01925488,209,4.5,172,120,0,57,48.93925294,902.1311679,9.876194003,9.876194003,0,0,0,49.21933226,0
Debsconeags,NA,39,4,45.81099305,-69.01620428,184,63,222,120,0,230,59.74350989,376.6543776,208.0795768,29.62858201,0,0,0,29.54268479,0
Debsconeags,NA,39,5,45.8106064,-69.01328252,179,9.5,181,120,1,117,48.15632111,1427.607958,0,0,118.9673298,0,0,104.8127898,80.0368421
Debsconeags,NA,46,1,45.80438613,-68.98094067,214,7,132,120,1,43,7.498432677,356.9019895,0,0,0,0,0,31.3717816,0
Debsconeags,NA,46,2,45.80231585,-68.98015638,190,10.5,294,120,1,64,17.85210503,237.9346597,59.48366492,0,0,0,0,88.77410885,0
